100;0;50;0;0.15362405800000012;0
107;0;50;0;0.22466495300000044;0
104;0;50;0;0.29156933500000015;0
101;0;50;0;0.35630310700000045;0
105;0;50;0;0.4169026529999993;0
102;0;50;0;0.4807101869999997;0
99;0;50;0;0.6693206840000006;0
95;0;50;0;0.7317562619999993;0
100;1;50;0;0.79176468;1
95;1;50;0;0.8570669849999994;1
92;1;50;0;0.9250861389999994;1
98;1;50;0;1.0124398840000008;1
97;2;50;0;1.1264404189999997;2
104;2;50;0;1.242356268;2
101;2;50;0;1.3613893269999995;2
108;2;51;0;1.4784415400000004;2
103;2;51;0;1.611516601;2
100;2;52;0;1.7379824809999995;2
107;3;52;0;1.8234465550000003;3
100;4;52;0;1.9312400279999995;4
107;4;53;0;2.086624297;4
105;4;53;0;2.246076079;4
100;4;54;0;2.381242533;4
109;4;55;0;2.4589397099999992;4
104;5;55;0;2.5395090640000006;5
100;5;56;0;2.6293916399999997;5
107;5;56;0;2.7183500669999994;5
101;6;58;0;2.8328597250000005;6
104;6;58;0;2.9158258250000006;6
97;6;61;0;3.0071331630000007;6
102;6;62;0;3.097265846000001;6
94;7;63;0;3.211965093;7
101;7;64;0;3.3081665509999993;7
99;7;64;0;3.4859647910000007;7
107;7;65;0;3.6360933220000007;7
101;8;66;0;3.810282236000001;9
105;10;66;0;3.9444924849999996;12
104;10;67;0;4.0990901740000005;12
101;10;68;0;4.215920752000001;12
107;11;68;0;4.311139517000001;13
105;12;68;0;4.4251719430000005;14
101;12;68;0;4.531045074;15
104;14;69;0;4.638677317999999;18
102;14;69;0;4.744612009000001;18
100;14;69;0;4.848434914;18
102;14;70;0;4.9520216999999995;18
99;14;70;0;5.091204358000001;18
105;14;71;0;5.196767142000001;18
102;14;71;0;5.330538922000001;18
100;14;74;0;5.4710944690000005;18
103;15;75;0;5.578956473;19
99;16;76;0;5.686117212999999;20
104;17;77;0;5.789354340999999;21
101;17;77;0;5.892420524;21
107;17;77;0;5.998481045;21
101;18;77;0;6.1094316289999995;23
104;18;77;0;6.215797848999999;23
99;19;78;0;6.323822694;24
102;19;78;0;6.4278806070000005;24
96;20;78;0;6.533778233;25
102;21;79;0;6.643444363;26
96;21;79;0;6.754888805;27
97;22;79;0;6.859610096999999;30
91;22;80;0;7.018739324;31
84;24;81;0;7.234491925;35
93;24;81;0;7.335199661000001;35
89;24;81;0;7.449444381999999;36
93;25;81;0;7.562531778;37
88;25;81;0;7.68097055;38
94;25;83;0;7.795572523000001;38
84;25;83;0;7.915871809;39
93;25;85;0;8.036214788;39
88;25;85;0;8.159980422;41
93;26;86;0;8.298053397;42
87;29;86;0;8.408398116;45
92;31;86;0;8.514322024999998;48
90;32;88;0;8.631334134;49
97;33;88;0;8.747185275;51
104;34;88;0;8.911969608;52
102;35;88;0;9.23809356;53
106;35;89;0;9.384985011000001;53
103;35;90;0;9.638205684999999;53
105;37;90;0;9.811622171;55
100;37;90;0;9.942328984;56
105;37;90;0;10.129406497000002;58
95;40;90;0;10.265365040999999;63
102;40;90;0;10.382653969;64
96;40;90;0;10.516720723999999;64
103;40;91;0;10.649068093;65
95;41;93;0;10.786277770000002;66
99;42;93;0;10.911943608000001;68
91;43;93;0;11.047357883;69
97;43;94;0;11.167076775999998;70
90;43;94;0;11.30046337;70
97;43;94;0;11.454120565;72
89;44;95;0;11.576900324;73
93;44;95;0;11.697154615999999;73
88;45;96;0;11.817611540000001;74
93;47;96;0;11.934184942000002;76
98;49;97;0;12.115875769999999;79
96;49;97;0;12.241131034999999;79
100;49;97;0;12.362639899000001;80
94;50;97;0;12.488016495;83
97;50;98;0;12.618714896;83
87;51;98;0;12.764065725999998;84
94;51;101;0;12.901048281000001;85
91;51;104;0;13.037668848;86
97;51;104;0;13.158474472999998;86
91;51;105;0;13.283093618999999;86
96;52;105;0;13.408202548999999;87
92;55;107;0;13.547236978;91
95;56;107;0;13.684403330999999;93
89;56;107;0;13.815235075;95
95;56;107;0;13.957698275999999;95
94;56;107;0;14.09769314;95
96;57;107;0;14.238525535;97
92;58;108;0;14.369102266999999;99
97;58;109;0;14.490482856;99
87;58;109;0;14.620528518;100
94;58;109;0;14.737818493999999;100
96;58;109;0;14.936527522999999;101
91;58;109;0;15.083501652999999;101
93;58;109;0;15.226793363999999;102
83;59;109;0;15.369591227;103
86;59;110;0;15.502272536;104
84;59;110;0;15.629447647;105
88;59;110;0;15.758760361;106
78;59;110;0;15.894650112;107
83;60;110;0;16.027889497;109
74;61;110;0;16.16103045;112
79;61;111;0;16.292329228;113
74;62;112;0;16.422679996;114
72;64;112;0;16.549816231;116
69;64;112;0;16.675541795;116
75;65;112;0;16.813441105;118
68;65;112;0;16.95975876;118
71;66;112;0;17.090595236;120
62;66;112;0;17.21009343;121
67;66;112;0;17.323332563;121
59;67;112;0;17.438256904;122
67;67;112;0;17.550868322;123
58;68;112;0;17.662613839;124
59;68;112;0;17.766210632;125
58;68;112;0;17.883199846;125
60;69;113;0;18.004785404;128
56;69;114;0;18.146009397;128
61;69;114;0;18.27709389;131
56;69;114;0;18.395987671;131
60;69;114;0;18.502029382;131
66;69;114;0;18.713356074;133
62;69;114;0;18.824233966;133
66;70;116;0;18.93615053;134
64;70;117;0;19.053068506;134
67;70;118;0;19.171974262;135
66;70;119;0;19.290411932;135
69;70;118;1;19.402451577;132
64;71;118;1;19.526271869;133
67;72;119;1;19.64772767;136
62;73;119;1;19.77031962;138
68;73;119;1;19.884578081;138
64;72;117;3;20.011866524;132
68;72;117;3;20.129442183;132
61;72;117;3;20.257400312;133
66;73;118;3;20.369202995;134
61;73;118;3;20.476455985;134
67;73;118;3;20.590259596;134
58;73;118;3;20.703422852;134
59;75;119;3;20.809129933;138
58;75;119;3;20.911713192;138
64;75;119;3;21.016437457;139
61;76;119;3;21.125467675;141
62;76;119;3;21.236035446;141
53;76;119;3;21.34520154;141
58;76;120;3;21.450975459;141
55;76;120;3;21.55499809;141
51;76;122;3;21.759577832;143
