100;0;50;0;0.11130013800000071;0
97;0;50;0;0.18377799199999956;0
93;0;50;0;0.2533742669999999;0
91;0;50;0;0.32057727000000114;0
89;0;50;0;0.3874900110000006;0
82;0;50;0;0.4520002440000006;0
77;0;50;0;0.5134759780000007;0
76;0;50;0;0.571295430000001;0
71;0;50;0;0.6311498860000011;0
68;0;50;0;0.6916846710000009;0
66;0;50;0;0.8057157549999996;0
64;0;50;0;0.8607760980000005;0
61;0;51;0;0.916620301;0
59;1;51;0;0.9705735190000002;1
52;1;52;0;1.0228626399999996;1
51;1;52;0;1.172731777000001;1
49;1;52;0;1.221341936;1
46;1;52;0;1.2731493440000001;1
48;1;53;0;1.3260385879999994;1
47;1;53;0;1.3784152840000008;1
47;1;54;0;1.4291352699999997;1
46;1;56;0;1.4816551350000005;1
43;1;58;0;1.5861264100000003;1
43;1;59;0;1.6348097360000011;1
46;1;59;0;1.7297474650000009;1
45;1;59;0;1.778949161;1
42;1;59;0;1.8314877440000004;1
41;1;59;0;1.8824793530000008;1
43;1;59;0;1.9323720130000002;1
42;1;59;0;2.0333927040000006;1
43;1;59;0;2.0925746820000004;1
43;1;60;0;2.1579338420000003;1
42;1;60;0;2.2352039579999996;1
45;1;60;0;2.301464664000001;1
42;1;61;0;2.3675721690000007;1
41;1;61;0;2.422714729000001;1
43;1;61;0;2.477853607;1
41;1;61;0;2.5425796280000004;1
39;1;61;0;2.594571570000001;1
42;1;61;0;2.64794781;1
41;1;61;0;2.7584098590000004;1
40;1;61;0;2.8616533329999996;1
36;2;61;0;2.913869739000001;3
33;2;61;0;2.96436613;3
36;2;61;0;3.015405813000001;3
34;2;61;0;3.130659841;3
35;2;62;0;3.1941866999999995;3
32;2;62;0;3.251683571000001;3
29;3;63;0;3.3067894750000004;4
29;4;63;0;3.3600321179999995;5
26;5;63;0;3.416735428000001;6
22;5;63;0;3.471030871;6
23;5;64;0;3.5284410919999996;6
21;5;65;0;3.5824808519999998;6
19;5;65;0;3.6276762619999996;6
19;5;67;0;3.6728722319999996;6
22;5;67;0;3.714383894000001;6
21;5;67;0;3.759060171;6
19;5;67;0;3.8027473940000007;6
18;5;68;0;3.847397774000001;6
19;5;69;0;3.888828751;6
18;5;69;0;3.9356019280000005;6
17;5;69;0;3.9772382739999994;6
19;5;69;0;4.059831745;6
18;5;69;0;4.101191493;6
16;5;69;0;4.140872116000001;6
15;5;69;0;4.1804869149999995;6
18;5;69;0;4.219476942;6
